X.seqnames	X.start	X.end	X.width	X.strand	X.gene	X.product	X.product_type	X.locus_tag	X.GO_term	X.EC_number	X.note	X.withReplication	X.PY79_rpkm	X.delta_walJ_rpkm	X.delta_mutSL_rpkm	X.GC_content	gene	product	product_type	locus_tag	GO_term	EC_number	note	withReplication	PY79_rpkm	delta_walJ_rpkm	delta_mutSL_rpkm	GC_content
PY79	744126	745082	957	+	lplB	Protein lplB	CDS	U712_03590				codirectional	1.07035	27.2959	8.0385	0.453501	lplB	Protein lplB	CDS	U712_03590				codirectional	1.07035	27.2959	8.0385	0.453501
PY79	745096	745983	888	+	lplC	Protein lplC	CDS	U712_03595				codirectional	1.7565	21.556	8.04826	0.480856	lplC	Protein lplC	CDS	U712_03595				codirectional	1.7565	21.556	8.04826	0.480856
PY79	745992	747332	1341	+	lplD	Putative glucosidase lplD	CDS	U712_03600	GO:0004557	3.2.1.22		codirectional	6.87467	51.8286	61.0162	0.495153	lplD	Putative glucosidase lplD	CDS	U712_03600	GO:0004557	3.2.1.22		codirectional	6.87467	51.8286	61.0162	0.495153
PY79	747415	748110	696	+	yetF	UPF0702 transmembrane protein yetF	CDS	U712_03605				codirectional	17.1256	75.8487	76.0213	0.389368	yetF	UPF0702 transmembrane protein yetF	CDS	U712_03605				codirectional	17.1256	75.8487	76.0213	0.389368
PY79	748147	748473	327	-	hmoA	Putative monooxygenase yetG	CDS	U712_03610				head-on	329.553	131.825	186.132	0.422018	hmoA	Putative monooxygenase yetG	CDS	U712_03610				head-on	329.553	131.825	186.132	0.422018
PY79	748577	748939	363	-	yetH	Uncharacterized protein yetH	CDS	U712_03615				head-on	114.99	65.5098	40.2975	0.438017	yetH	Uncharacterized protein yetH	CDS	U712_03615				head-on	114.99	65.5098	40.2975	0.438017
PY79	749031	749525	495	-	U712_03620	Hypothetical Protein	CDS	U712_03620				head-on	6.20803	96.2107	115.909	0.537374	U712_03620	Hypothetical Protein	CDS	U712_03620				head-on	6.20803	96.2107	115.909	0.537374
PY79	750749	750916	168	+	yezD	Uncharacterized protein yezD	CDS	U712_03630				codirectional	7.20575	183.141	175.726	0.380952	yezD	Uncharacterized protein yezD	CDS	U712_03630				codirectional	7.20575	183.141	175.726	0.380952
PY79	751026	751670	645	+	yetJ	Uncharacterized protein YetJ	CDS	U712_03635				codirectional	350.321	40.8517	51.7154	0.471318	yetJ	Uncharacterized protein YetJ	CDS	U712_03635				codirectional	350.321	40.8517	51.7154	0.471318
PY79	751670	752662	993	+	yetK	Uncharacterized transporter yetK	CDS	U712_03640				codirectional	41.7542	29.5047	20.5797	0.472306	yetK	Uncharacterized transporter yetK	CDS	U712_03640				codirectional	41.7542	29.5047	20.5797	0.472306
PY79	752686	753189	504	-	yetL	Uncharacterized HTH-type transcriptional regulator yetL	CDS	U712_03645				head-on	20.6934	100.096	135.959	0.43254	yetL	Uncharacterized HTH-type transcriptional regulator yetL	CDS	U712_03645				head-on	20.6934	100.096	135.959	0.43254
PY79	753352	754461	1110	+	yetM	Putative oxidoreductase yetM	CDS	U712_03650	GO:0018658	1.14.13.1		codirectional	5.72565	33.23	24.9909	0.503604	yetM	Putative oxidoreductase yetM	CDS	U712_03650	GO:0018658	1.14.13.1		codirectional	5.72565	33.23	24.9909	0.503604
PY79	754496	755566	1071	-	yetN	Uncharacterized protein yetN	CDS	U712_03655				head-on	58.2547	220.074	293.342	0.487395	yetN	Uncharacterized protein yetN	CDS	U712_03655				head-on	58.2547	220.074	293.342	0.487395
PY79	755716	758901	3186	+	cypD	Probable bifunctional P-450/NADPH-P450 reductase 1	CDS	U712_03660				codirectional	2.44785	51.1672	66.9522	0.508161	cypD	Probable bifunctional P-450/NADPH-P450 reductase 1	CDS	U712_03660				codirectional	2.44785	51.1672	66.9522	0.508161
PY79	759035	759172	138	-	U712_03665	Hypothetical Protein	CDS	U712_03665				head-on	274.132	19.0035	0	0.311594	U712_03665	Hypothetical Protein	CDS	U712_03665				head-on	274.132	19.0035	0	0.311594
PY79	759306	761267	1962	+	ltaSA	Lipoteichoic acid synthase 1	CDS	U712_03670				codirectional	777.82	289.825	457.746	0.415902	ltaSA	Lipoteichoic acid synthase 1	CDS	U712_03670				codirectional	777.82	289.825	457.746	0.415902
PY79	761269	761454	186	+	U712_03675	Hypothetical Protein	CDS	U712_03675				codirectional	47.0609	13.2028	0	0.403226	U712_03675	Hypothetical Protein	CDS	U712_03675				codirectional	47.0609	13.2028	0	0.403226
PY79	761503	762267	765	+	yfnH	Probable glucose-1-phosphate cytidylyltransferase	CDS	U712_03680		2.7.7.33		codirectional	3.01272	12.7709	8.06828	0.454902	yfnH	Probable glucose-1-phosphate cytidylyltransferase	CDS	U712_03680		2.7.7.33		codirectional	3.01272	12.7709	8.06828	0.454902
PY79	762337	763242	906	+	yfnG	Putative sugar dehydratase/epimerase yfnG	CDS	U712_03685	GO:0003978	5.1.3.2		codirectional	3.13485	12.6868	16.0427	0.470199	yfnG	Putative sugar dehydratase/epimerase yfnG	CDS	U712_03685	GO:0003978	5.1.3.2		codirectional	3.13485	12.6868	16.0427	0.470199
PY79	763266	764177	912	+	yfnF	Uncharacterized protein yfnF	CDS	U712_03690				codirectional	3.24186	54.854	35.404	0.45614	yfnF	Uncharacterized protein yfnF	CDS	U712_03690				codirectional	3.24186	54.854	35.404	0.45614
PY79	764206	765384	1179	+	yfnE	Uncharacterized glycosyltransferase yfnE	CDS	U712_03695				codirectional	11.3735	47.6387	69.3014	0.449533	yfnE	Uncharacterized glycosyltransferase yfnE	CDS	U712_03695				codirectional	11.3735	47.6387	69.3014	0.449533
PY79	765445	766320	876	+	yfnD	Uncharacterized protein yfnD	CDS	U712_03700				codirectional	23.1207	20.3241	14.5466	0.439498	yfnD	Uncharacterized protein yfnD	CDS	U712_03700				codirectional	23.1207	20.3241	14.5466	0.439498
PY79	766351	767580	1230	-	yfnC	Uncharacterized MFS-type transporter yfnC	CDS	U712_03705				head-on	24.8132	159.937	174.834	0.527642	yfnC	Uncharacterized MFS-type transporter yfnC	CDS	U712_03705				head-on	24.8132	159.937	174.834	0.527642
PY79	767691	768398	708	-	yfnB	Putative HAD-hydrolase yfnB	CDS	U712_03710		3.1.3.5		head-on	49.125	35.863	52.3071	0.432203	yfnB	Putative HAD-hydrolase yfnB	CDS	U712_03710		3.1.3.5		head-on	49.125	35.863	52.3071	0.432203
PY79	768490	769875	1386	-	yfnA	Uncharacterized amino acid permease YfnA	CDS	U712_03715				head-on	77.1469	94.2367	203.234	0.491342	yfnA	Uncharacterized amino acid permease YfnA	CDS	U712_03715				head-on	77.1469	94.2367	203.234	0.491342
PY79	770125	771582	1458	+	yfmT	Putative aldehyde dehydrogenase yfmT	CDS	U712_03720	GO:0004029	1.2.1.3		codirectional	23.1364	246.455	302.469	0.478052	yfmT	Putative aldehyde dehydrogenase yfmT	CDS	U712_03720	GO:0004029	1.2.1.3		codirectional	23.1364	246.455	302.469	0.478052
PY79	771596	772456	861	+	yfmS	Putative sensory transducer protein yfmS	CDS	U712_03725				codirectional	34.0685	253.886	351.19	0.484321	yfmS	Putative sensory transducer protein yfmS	CDS	U712_03725				codirectional	34.0685	253.886	351.19	0.484321
PY79	772591	774480	1890	+	uup	Uncharacterized ABC transporter ATP-binding protein YfmR	CDS	U712_03730	GO:0005524			codirectional	112.324	1082.28	1029.7	0.486772	uup	Uncharacterized ABC transporter ATP-binding protein YfmR	CDS	U712_03730	GO:0005524			codirectional	112.324	1082.28	1029.7	0.486772
PY79	774603	775049	447	+	yfmQ	Uncharacterized protein yfmQ	CDS	U712_03735				codirectional	348.629	239.893	299.987	0.442953	yfmQ	Uncharacterized protein yfmQ	CDS	U712_03735				codirectional	348.629	239.893	299.987	0.442953
PY79	775174	775596	423	+	yfmP	HTH-type transcriptional regulator yfmP	CDS	U712_03740				codirectional	46.3952	31.293	21.8758	0.468085	yfmP	HTH-type transcriptional regulator yfmP	CDS	U712_03740				codirectional	46.3952	31.293	21.8758	0.468085
PY79	775662	776852	1191	+	yfmO	Multidrug efflux protein yfmO	CDS	U712_03745				codirectional	19.4294	20.0558	21.1798	0.502099	yfmO	Multidrug efflux protein yfmO	CDS	U712_03745				codirectional	19.4294	20.0558	21.1798	0.502099
PY79	776893	777105	213	-	U712_03750	Hypothetical Protein	CDS	U712_03750				head-on	3.0603	374.67	394.081	0.446009	U712_03750	Hypothetical Protein	CDS	U712_03750				head-on	3.0603	374.67	394.081	0.446009
PY79	777178	777381	204	+	yfmN	Hypothetical Protein	CDS	U712_03755				codirectional	2.85296	36.6703	59.2304	0.406863	yfmN	Hypothetical Protein	CDS	U712_03755				codirectional	2.85296	36.6703	59.2304	0.406863
PY79	777418	778974	1557	-	yfmM	Uncharacterized ABC transporter ATP-binding protein YfmM	CDS	U712_03760	GO:0005524			head-on	148.637	264.522	327.975	0.482338	yfmM	Uncharacterized ABC transporter ATP-binding protein YfmM	CDS	U712_03760	GO:0005524			head-on	148.637	264.522	327.975	0.482338
PY79	779147	780277	1131	+	yfmL	Putative ATP-dependent RNA helicase yfmL	CDS	U712_03765				codirectional	160.223	476.678	531.423	0.492485	yfmL	Putative ATP-dependent RNA helicase yfmL	CDS	U712_03765				codirectional	160.223	476.678	531.423	0.492485
PY79	780345	780791	447	+	yfmK	Uncharacterized N-acetyltransferase YfmK	CDS	U712_03770				codirectional	22.3948	11.3606	16.8797	0.442953	yfmK	Uncharacterized N-acetyltransferase YfmK	CDS	U712_03770				codirectional	22.3948	11.3606	16.8797	0.442953
PY79	780844	781863	1020	-	yfmJ	Putative NADP-dependent oxidoreductase yfmJ	CDS	U712_03775				head-on	36.91	117.077	147.66	0.486275	yfmJ	Putative NADP-dependent oxidoreductase yfmJ	CDS	U712_03775				head-on	36.91	117.077	147.66	0.486275
PY79	781821	782054	234	+	yfmJ	Hypothetical Protein	CDS	U712_03780				codirectional	36.91	0	4.52218	0.371795	yfmJ	Hypothetical Protein	CDS	U712_03780				codirectional	36.91	0	4.52218	0.371795
PY79	782345	783565	1221	-	yfmI	Uncharacterized MFS-type transporter yfmI	CDS	U712_03785				head-on	8.59897	13.2561	15.3626	0.306306	yfmI	Uncharacterized MFS-type transporter yfmI	CDS	U712_03785				head-on	8.59897	13.2561	15.3626	0.306306
PY79	783901	785364	1464	+	yfmG	Uncharacterized protein yfmG	CDS	U712_03790				codirectional	11.322	41.4868	35.5193	0.326503	yfmG	Uncharacterized protein yfmG	CDS	U712_03790				codirectional	11.322	41.4868	35.5193	0.326503
PY79	785403	785528	126	+	U712_03795	Hypothetical Protein	CDS	U712_03795				codirectional	55.4289	31.4311	7.73505	0.293651	U712_03795	Hypothetical Protein	CDS	U712_03795				codirectional	55.4289	31.4311	7.73505	0.293651
PY79	785572	785691	120	-	U712_03800	Hypothetical Protein	CDS	U712_03800				head-on	104.955	1255.28	1282.41	0.325	U712_03800	Hypothetical Protein	CDS	U712_03800				head-on	104.955	1255.28	1282.41	0.325
PY79	785937	786737	801	-	yfmF	Fe(3+)-citrate import ATP-binding protein YfmF	CDS	U712_03805				head-on	163.135	722.157	840.146	0.490637	yfmF	Fe(3+)-citrate import ATP-binding protein YfmF	CDS	U712_03805				head-on	163.135	722.157	840.146	0.490637
PY79	786750	787751	1002	-	yfmE	Fe(3+)-citrate import system permease protein yfmE	CDS	U712_03810				head-on	106.782	119.564	131.284	0.493014	yfmE	Fe(3+)-citrate import system permease protein yfmE	CDS	U712_03810				head-on	106.782	119.564	131.284	0.493014
PY79	787748	788749	1002	-	yfmD	Fe(3+)-citrate import system permease protein yfmD	CDS	U712_03815				head-on	92.4467	85.5312	100.371	0.491018	yfmD	Fe(3+)-citrate import system permease protein yfmD	CDS	U712_03815				head-on	92.4467	85.5312	100.371	0.491018
PY79	788821	789768	948	-	yfmC	Fe(3+)-citrate-binding protein yfmC	CDS	U712_03820				head-on	759.625	480.966	528.521	0.436709	yfmC	Fe(3+)-citrate-binding protein yfmC	CDS	U712_03820				head-on	759.625	480.966	528.521	0.436709
PY79	789877	790245	369	-	yfmB	Uncharacterized protein yfmB	CDS	U712_03825				head-on	5.23645	65.8301	42.2571	0.406504	yfmB	Uncharacterized protein yfmB	CDS	U712_03825				head-on	5.23645	65.8301	42.2571	0.406504
PY79	790489	790836	348	+	yflT	General stress protein 17M	CDS	U712_03830				codirectional	109.778	403.66	397.947	0.422414	yflT	General stress protein 17M	CDS	U712_03830				codirectional	109.778	403.66	397.947	0.422414
PY79	791027	792289	1263	+	pel	Pectate lyase	CDS	U712_03835		4.2.2.2		codirectional	62.32	75.9932	51.8662	0.463975	pel	Pectate lyase	CDS	U712_03835		4.2.2.2		codirectional	62.32	75.9932	51.8662	0.463975
PY79	792416	793852	1437	+	yflS	Putative malate transporter yflS	CDS	U712_03840				codirectional	19.6188	281.905	206.884	0.459986	yflS	Putative malate transporter yflS	CDS	U712_03840				codirectional	19.6188	281.905	206.884	0.459986
PY79	793979	795598	1620	+	citS	Sensor protein CitS	CDS	U712_03845				codirectional	5.84877	219.024	112.009	0.474691	citS	Sensor protein CitS	CDS	U712_03845				codirectional	5.84877	219.024	112.009	0.474691
PY79	795579	796259	681	+	citT	Transcriptional regulatory protein CitT	CDS	U712_03850				codirectional	6.73449	18.3638	12.1569	0.478708	citT	Transcriptional regulatory protein CitT	CDS	U712_03850				codirectional	6.73449	18.3638	12.1569	0.478708
PY79	796262	797221	960	+	yflP	UPF0065 protein yflP	CDS	U712_03855				codirectional	5.21378	18.2537	9.38803	0.46875	yflP	UPF0065 protein yflP	CDS	U712_03855				codirectional	5.21378	18.2537	9.38803	0.46875
PY79	797248	797373	126	+	U712_03860	Hypothetical Protein	CDS	U712_03860				codirectional	0	76.2139	66.9544	0.309524	U712_03860	Hypothetical Protein	CDS	U712_03860				codirectional	0	76.2139	66.9544	0.309524
PY79	797417	798718	1302	+	citM	Mg(2+)/citrate complex secondary transporter	CDS	U712_03865				codirectional	7.00907	62.2231	43.4472	0.481567	citM	Mg(2+)/citrate complex secondary transporter	CDS	U712_03865				codirectional	7.00907	62.2231	43.4472	0.481567
PY79	798774	799568	795	+	yflN	Uncharacterized protein yflN	CDS	U712_03870				codirectional	7.02796	101.137	120.481	0.51195	yflN	Uncharacterized protein yflN	CDS	U712_03870				codirectional	7.02796	101.137	120.481	0.51195
PY79	799687	800778	1092	+	nosA	Nitric oxide synthase oxygenase	CDS	U712_03875	GO:0004517			codirectional	47.5836	483.424	439.591	0.498168	nosA	Nitric oxide synthase oxygenase	CDS	U712_03875	GO:0004517			codirectional	47.5836	483.424	439.591	0.498168
PY79	800769	801044	276	-	yflL	Acylphosphatase	CDS	U712_03880		3.6.1.7		head-on	75.07	12.9479	14.9979	0.481884	yflL	Acylphosphatase	CDS	U712_03880		3.6.1.7		head-on	75.07	12.9479	14.9979	0.481884
PY79	801111	801776	666	+	yflK	Uncharacterized protein yflK	CDS	U712_03885				codirectional	45.3718	118.168	102.12	0.509009	yflK	Uncharacterized protein yflK	CDS	U712_03885				codirectional	45.3718	118.168	102.12	0.509009
PY79	801817	801954	138	-	yflJ	Uncharacterized protein yflJ	CDS	U712_03890				head-on	134.114	125.003	151.938	0.391304	yflJ	Uncharacterized protein yflJ	CDS	U712_03890				head-on	134.114	125.003	151.938	0.391304
PY79	802111	802266	156	-	yflI	Uncharacterized protein yflI	CDS	U712_03895				head-on	179.376	201.413	215.368	0.371795	yflI	Uncharacterized protein yflI	CDS	U712_03895				head-on	179.376	201.413	215.368	0.371795
PY79	802373	802687	315	-	yflH	Uncharacterized protein yflH	CDS	U712_03900				head-on	226.963	630.764	642.045	0.415873	yflH	Uncharacterized protein yflH	CDS	U712_03900				head-on	226.963	630.764	642.045	0.415873
PY79	802769	803518	750	-	mapB	Methionine aminopeptidase 2	CDS	U712_03905	GO:0004239	3.4.11.18		head-on	190.4	227.744	239.94	0.481333	mapB	Methionine aminopeptidase 2	CDS	U712_03905	GO:0004239	3.4.11.18		head-on	190.4	227.744	239.94	0.481333
PY79	803690	805048	1359	+	nagP	PTS system N-acetylglucosamine-specific EIICB component	CDS	U712_03910	GO:0008982	2.7.1.69		codirectional	89.506	68.1707	89.1901	0.472406	nagP	PTS system N-acetylglucosamine-specific EIICB component	CDS	U712_03910	GO:0008982	2.7.1.69		codirectional	89.506	68.1707	89.1901	0.472406
PY79	805081	807030	1950	-	ltaSB	Lipoteichoic acid synthase 2	CDS	U712_03915				head-on	653.945	199.342	268.605	0.421026	ltaSB	Lipoteichoic acid synthase 2	CDS	U712_03915				head-on	653.945	199.342	268.605	0.421026
PY79	807284	807679	396	+	yflB	Uncharacterized protein yflB	CDS	U712_03920				codirectional	8.87702	32.1356	13.3364	0.45202	yflB	Uncharacterized protein yflB	CDS	U712_03920				codirectional	8.87702	32.1356	13.3364	0.45202
PY79	807753	809219	1467	+	yflA	Uncharacterized transporter yflA	CDS	U712_03925				codirectional	20.4872	18.1188	8.9652	0.463531	yflA	Uncharacterized transporter yflA	CDS	U712_03925				codirectional	20.4872	18.1188	8.9652	0.463531
PY79	809216	810292	1077	-	yfkT	Putative spore germination protein YfkT	CDS	U712_03930				head-on	21.3563	9.22606	6.79109	0.420613	yfkT	Putative spore germination protein YfkT	CDS	U712_03930				head-on	21.3563	9.22606	6.79109	0.420613
PY79	810316	810516	201	-	yfkS	Uncharacterized protein yfkS	CDS	U712_03935				head-on	15.5201	24.1705	25.0272	0.412935	yfkS	Uncharacterized protein yfkS	CDS	U712_03935				head-on	15.5201	24.1705	25.0272	0.412935
PY79	810532	811686	1155	-	yfkR	Putative spore germination protein yfkR	CDS	U712_03940				head-on	7.21583	10.9196	2.7401	0.458009	yfkR	Putative spore germination protein yfkR	CDS	U712_03940				head-on	7.21583	10.9196	2.7401	0.458009
PY79	811667	813208	1542	-	yfkQ	Uncharacterized membrane protein yfkQ	CDS	U712_03945				head-on	2.98928	26.0608	20.2531	0.447471	yfkQ	Uncharacterized membrane protein yfkQ	CDS	U712_03945				head-on	2.98928	26.0608	20.2531	0.447471
PY79	813401	814813	1413	+	treP	PTS system trehalose-specific EIIBC component	CDS	U712_03950	GO:0008982	2.7.1.69		codirectional	524.305	307.365	406.82	0.483369	treP	PTS system trehalose-specific EIIBC component	CDS	U712_03950	GO:0008982	2.7.1.69		codirectional	524.305	307.365	406.82	0.483369
PY79	814884	816569	1686	+	treA	Trehalose-6-phosphate hydrolase	CDS	U712_03955	GO:0008788	3.2.1.93		codirectional	415.01	778.992	886.228	0.459668	treA	Trehalose-6-phosphate hydrolase	CDS	U712_03955	GO:0008788	3.2.1.93		codirectional	415.01	778.992	886.228	0.459668
PY79	816590	817306	717	+	treR	Trehalose operon transcriptional repressor	CDS	U712_03960	GO:0003677			codirectional	629.57	637.553	784.101	0.46583	treR	Trehalose operon transcriptional repressor	CDS	U712_03960	GO:0003677			codirectional	629.57	637.553	784.101	0.46583
PY79	817446	818111	666	+	nfsB	Putative NAD(P)H nitroreductase yfkO	CDS	U712_03965		1.5.1.34		codirectional	312.953	28.0701	29.7389	0.444444	nfsB	Putative NAD(P)H nitroreductase yfkO	CDS	U712_03965		1.5.1.34		codirectional	312.953	28.0701	29.7389	0.444444
PY79	818148	822395	4248	-	yfkN	Trifunctional nucleotide phosphoesterase protein YfkN	CDS	U712_03970	GO:0008663	3.1.4.16		head-on	6.14337	37.4229	28.1206	0.469162	yfkN	Trifunctional nucleotide phosphoesterase protein YfkN	CDS	U712_03970	GO:0008663	3.1.4.16		head-on	6.14337	37.4229	28.1206	0.469162
PY79	822779	823297	519	+	yfkM	General stress protein 18	CDS	U712_03975				codirectional	70.2441	7.10441	5.63362	0.470135	yfkM	General stress protein 18	CDS	U712_03975				codirectional	70.2441	7.10441	5.63362	0.470135
PY79	823337	824527	1191	-	yfkL	Uncharacterized MFS-type transporter yfkL	CDS	U712_03980				head-on	59.9498	64.5184	102.75	0.451721	yfkL	Uncharacterized MFS-type transporter yfkL	CDS	U712_03980				head-on	59.9498	64.5184	102.75	0.451721
PY79	824620	824835	216	-	yfkK	UPF0435 protein yfkK	CDS	U712_03985				head-on	220.299	50.4055	34.1577	0.412037	yfkK	UPF0435 protein yfkK	CDS	U712_03985				head-on	220.299	50.4055	34.1577	0.412037
PY79	824811	824954	144	+	U712_03990	Hypothetical Protein	CDS	U712_03990				codirectional	118.987	196.981	95.7049	0.361111	U712_03990	Hypothetical Protein	CDS	U712_03990				codirectional	118.987	196.981	95.7049	0.361111
PY79	825038	825508	471	+	yfkJ	Low molecular weight protein-tyrosine-phosphatase yfkJ	CDS	U712_03995	GO:0004725	3.1.3.48		codirectional	121.294	149.454	57.778	0.469214	yfkJ	Low molecular weight protein-tyrosine-phosphatase yfkJ	CDS	U712_03995	GO:0004725	3.1.3.48		codirectional	121.294	149.454	57.778	0.469214
PY79	825526	825846	321	+	yfkI	Uncharacterized protein yfkI	CDS	U712_04000				codirectional	172.679	8.33541	3.5265	0.464174	yfkI	Uncharacterized protein yfkI	CDS	U712_04000				codirectional	172.679	8.33541	3.5265	0.464174
PY79	825870	826697	828	+	rbn	Putative ribonuclease-like protein yfkH	CDS	U712_04005				codirectional	108.697	35.269	6.46741	0.456522	rbn	Putative ribonuclease-like protein yfkH	CDS	U712_04005				codirectional	108.697	35.269	6.46741	0.456522
PY79	826896	828071	1176	-	yfkF	Uncharacterized MFS-type transporter yfkF	CDS	U712_04010				head-on	35.0588	12.5292	10.5681	0.495748	yfkF	Uncharacterized MFS-type transporter yfkF	CDS	U712_04010				head-on	35.0588	12.5292	10.5681	0.495748
PY79	828099	828242	144	+	U712_04015	Hypothetical Protein	CDS	U712_04015				codirectional	50.2786	270.273	173.705	0.347222	U712_04015	Hypothetical Protein	CDS	U712_04015				codirectional	50.2786	270.273	173.705	0.347222
